Word;DocNumber;TF-IDF
ALL;'00268';7.21
ALL;'00269';6.61
ALL;'00270';6.61
ALL;'00279';6.61
ALL;'00281';6.61
ALL;'00283';6.61
ALL;'00285';6.61
ALL;'00286';6.61
ALL;'00287';6.61
ALL;'00288';6.61
ALL;'00293';6.61
ALL;'00297';6.61
ALL;'00302';6.61
ALL;'00307';6.61
ALL;'00313';7.21
ALL;'00314';6.61
ALL;'00325';6.61
ALL;'00331';6.61
ALL;'00333';6.61
ALL;'00343';6.61
ALL;'00347';7.21
ALL;'00349';6.61
ALL;'00350';7.64
ALL;'00370 ';7.21
ALL;'00375 ';6.61
ALL;'00377 ';7.21
ALL;'00395 ';7.21
ALL;'00398 ';6.61
ALL;'00401 ';6.61
ALL;'00410 ';6.61
ALL;'00411 ';6.61
ALL;'00412 ';6.61
ALL;'00422 ';7.21
ALL;'00423 ';6.61
ALL;'00424 ';6.61
ALL;'00429 ';7.21
ALL;'00431 ';6.61
ALL;'00437 ';6.61
ALL;'00441 ';6.61
ALL;'00447 ';6.61
ALL;'00453 ';7.21
ALL;'00458 ';8.24
ALL;'00484 ';6.61
ALL;'00487 ';6.61
ALL;'00491 ';6.61
ALL;'00494 ';6.61
ALL;'00502 ';6.61
ALL;'00508 ';6.61
ALL;'00514 ';6.61
ALL;'00518 ';7.21
ALL;'00540 ';6.61
ALL;'00542 ';6.61
ALL;'00544 ';6.61
ALL;'00547 ';6.61
ALL;'00550 ';6.61
ALL;'00553 ';7.64
ALL;'00554 ';6.61
ALL;'00555 ';6.61
ALL;'00556 ';6.61
ALL;'00559 ';7.21
ALL;'00567 ';7.64
ALL;'00572 ';6.61
ALL;'00575 ';7.21
ALL;'00581 ';6.61
ALL;'00596 ';6.61
ALL;'00600 ';6.61
ALL;'00611 ';7.64
ALL;'00617 ';6.61
ALL;'00625 ';6.61
ALL;'00629 ';6.61
ALL;'00634 ';6.61
ALL;'00660 ';6.61
ALL;'00669 ';6.61
ALL;'00671 ';6.61
ALL;'00676 ';7.64
ALL;'00679 ';6.61
ALL;'00682 ';6.61
ALL;'00686 ';6.61
ALL;'00687 ';6.61
ALL;'00690 ';6.61
ALL;'00702 ';7.21
ALL;'00719 ';6.61
ALL;'00722 ';6.61
ALL;'00726 ';7.64
ALL;'00733 ';6.61
ALL;'00738 ';7.21
ALL;'00741 ';6.61
ALL;'00743 ';6.61
ALL;'00746 ';6.61
ALL;'00749 ';7.21
ALL;'00758 ';7.21
ALL;'00761 ';6.61
ALL;'00762 ';6.61
ALL;'00766 ';6.61
ALL;'00786 ';6.61
ALL;'00796 ';6.61
ALL;'00798 ';6.61
ALL;'00804 ';7.64
ALL;'00806 ';6.61
ALL;'00827 ';6.61
ALL;'00838 ';6.61
ALL;'00841 ';6.61
ALL;'00848 ';7.21
ALL;'00868 ';6.61
ALL;'00880 ';6.61
ALL;'00882 ';7.21
ALL;'00885 ';6.61
ALL;'00892 ';6.61
ALL;'00896 ';6.61
ALL;'00901 ';6.61
ALL;'00905 ';6.61
ALL;'00913 ';6.61
ALL;'00915 ';6.61
ALL;'00920 ';6.61
ALL;'00930 ';6.61
ALL;'00937 ';6.61
ALL;'00938 ';6.61
ALL;'00941 ';6.61
ALL;'00944 ';7.21
ALL;'00946 ';6.61
ALL;'00949 ';6.61
ALL;'00956 ';7.97
ALL;'00968 ';7.21
ALL;'00969 ';6.61
ALL;'00981 ';6.61
ALL;'01000 ';7.21
ALL;'01003 ';6.61
ALL;'01005 ';6.61
ALL;'01006 ';6.61
ALL;'01011 ';6.61
ALL;'01014 ';6.61
ALL;'01020 ';6.61
ALL;'01033 ';6.61
ALL;'01038 ';6.61
ALL;'01052 ';6.61
ALL;'01054 ';6.61
ALL;'01066 ';7.21
ALL;'01067 ';6.61
ALL;'01071 ';6.61
ALL;'01081 ';6.61
ALL;'01098 ';6.61
ALL;'01107 ';6.61
ALL;'01118 ';6.61
ALL;'01120 ';6.61
ALL;'01123 ';6.61
ALL;'01124 ';6.61
ALL;'01133 ';6.61
ALL;'01138 ';6.61
ALL;'01156 ';6.61
ALL;'01161 ';6.61
ALL;'01165 ';6.61
ALL;'01170 ';6.61
ALL;'01171 ';6.61
ALL;'01177 ';6.61
ALL;'01178 ';7.21
ALL;'01188 ';6.61
ALL;'01198 ';6.61
ALL;'01206 ';6.61
ALL;'01207 ';6.61
ALL;'01213 ';6.61
ALL;'01216 ';6.61
MAXIMUM;'00001 ';16.91
MAXIMUM;'00020 ';16.91
MAXIMUM;'00024 ';18.44
MAXIMUM;'00070 ';18.44
MAXIMUM;'00074 ';16.91
MAXIMUM;'00090 ';16.91
MAXIMUM;'00185';16.91
MAXIMUM;'00383 ';16.91
MAXIMUM;'00387 ';21.05
MAXIMUM;'00535 ';16.91
MAXIMUM;'00668 ';16.91
MAXIMUM;'00807 ';16.91
MAXIMUM;'00871 ';16.91
MAXIMUM;'00956 ';16.91
MAXIMUM;'01034 ';18.44
MAXIMUM;'01067 ';16.91
MAXIMUM;'01212 ';16.91
MAXIMUM;'01237 ';19.52
ONE;'00001 ';5.71
ONE;'00002 ';5.71
ONE;'00003 ';5.71
ONE;'00006 ';5.71
ONE;'00007 ';5.71
ONE;'00008 ';6.27
ONE;'00013 ';5.71
ONE;'00015 ';5.71
ONE;'00041 ';5.71
ONE;'00043 ';5.71
ONE;'00047 ';5.71
ONE;'00050 ';5.71
ONE;'00056 ';5.71
ONE;'00066 ';5.71
ONE;'00069 ';5.71
ONE;'00070 ';5.71
ONE;'00072 ';5.71
ONE;'00074 ';5.71
ONE;'00076 ';5.71
ONE;'00080 ';5.71
ONE;'00087 ';5.71
ONE;'00094 ';5.71
ONE;'00103 ';6.27
ONE;'00104 ';5.71
ONE;'00118 ';5.71
ONE;'00120 ';5.71
ONE;'00121 ';5.71
ONE;'00125 ';5.71
ONE;'00133 ';5.71
ONE;'00134 ';5.71
ONE;'00135 ';5.71
ONE;'00141 ';6.68
ONE;'00159 ';5.71
ONE;'00174';5.71
ONE;'00176';6.27
ONE;'00178';6.27
ONE;'00179';6.27
ONE;'00180';6.27
ONE;'00183';5.71
ONE;'00189';5.71
ONE;'00190';5.71
ONE;'00192';5.71
ONE;'00205';5.71
ONE;'00209';5.71
ONE;'00210';5.71
ONE;'00216';5.71
ONE;'00222';5.71
ONE;'00224';5.71
ONE;'00225';5.71
ONE;'00226';6.27
ONE;'00228';5.71
ONE;'00232';5.71
ONE;'00235';5.71
ONE;'00243';5.71
ONE;'00260';6.27
ONE;'00264';5.71
ONE;'00267';5.71
ONE;'00272';5.71
ONE;'00279';5.71
ONE;'00291';5.71
ONE;'00294';5.71
ONE;'00297';6.27
ONE;'00299';6.27
ONE;'00301';5.71
ONE;'00308';5.71
ONE;'00314';6.27
ONE;'00325';5.71
ONE;'00333';6.27
ONE;'00345';5.71
ONE;'00348';5.71
ONE;'00349';5.71
ONE;'00355';5.71
ONE;'00360 ';5.71
ONE;'00365 ';5.71
ONE;'00366 ';5.71
ONE;'00377 ';6.68
ONE;'00379 ';5.71
ONE;'00380 ';5.71
ONE;'00385 ';5.71
ONE;'00392 ';5.71
ONE;'00396 ';5.71
ONE;'00397 ';5.71
ONE;'00411 ';6.27
ONE;'00417 ';5.71
ONE;'00421 ';5.71
ONE;'00424 ';5.71
ONE;'00430 ';6.27
ONE;'00434 ';5.71
ONE;'00436 ';5.71
ONE;'00442 ';5.71
ONE;'00445 ';5.71
ONE;'00453 ';5.71
ONE;'00459 ';5.71
ONE;'00472 ';5.71
ONE;'00473 ';6.27
ONE;'00474 ';5.71
ONE;'00477 ';5.71
ONE;'00478 ';5.71
ONE;'00485 ';6.27
ONE;'00490 ';5.71
ONE;'00491 ';5.71
ONE;'00505 ';5.71
ONE;'00509 ';5.71
ONE;'00511 ';5.71
ONE;'00514 ';6.27
ONE;'00519 ';5.71
ONE;'00521 ';5.71
ONE;'00529 ';5.71
ONE;'00540 ';6.27
ONE;'00541 ';5.71
ONE;'00542 ';5.71
ONE;'00546 ';6.27
ONE;'00550 ';6.27
ONE;'00553 ';6.27
ONE;'00556 ';5.71
ONE;'00571 ';5.71
ONE;'00587 ';5.71
ONE;'00588 ';5.71
ONE;'00597 ';5.71
ONE;'00598 ';5.71
ONE;'00600 ';5.71
ONE;'00610 ';5.71
ONE;'00618 ';6.27
ONE;'00622 ';5.71
ONE;'00630 ';5.71
ONE;'00631 ';5.71
ONE;'00634 ';6.68
ONE;'00647 ';5.71
ONE;'00651 ';5.71
ONE;'00667 ';6.27
ONE;'00673 ';5.71
ONE;'00674 ';5.71
ONE;'00677 ';6.68
ONE;'00678 ';5.71
ONE;'00679 ';6.27
ONE;'00682 ';5.71
ONE;'00684 ';5.71
ONE;'00687 ';5.71
ONE;'00690 ';5.71
ONE;'00694 ';6.27
ONE;'00696 ';5.71
ONE;'00703 ';6.68
ONE;'00710 ';5.71
ONE;'00716 ';5.71
ONE;'00719 ';5.71
ONE;'00725 ';6.27
ONE;'00746 ';5.71
ONE;'00753 ';5.71
ONE;'00758 ';6.68
ONE;'00768 ';5.71
ONE;'00769 ';5.71
ONE;'00773 ';5.71
ONE;'00774 ';5.71
ONE;'00776 ';5.71
ONE;'00777 ';5.71
ONE;'00786 ';5.71
ONE;'00804 ';5.71
ONE;'00807 ';5.71
ONE;'00808 ';5.71
ONE;'00816 ';5.71
ONE;'00842 ';5.71
ONE;'00863 ';5.71
ONE;'00864 ';6.27
ONE;'00866 ';5.71
ONE;'00870 ';5.71
ONE;'00873 ';6.27
ONE;'00879 ';6.27
ONE;'00882 ';5.71
ONE;'00887 ';5.71
ONE;'00892 ';5.71
ONE;'00896 ';6.27
ONE;'00898 ';6.27
ONE;'00901 ';6.27
ONE;'00902 ';6.27
ONE;'00905 ';5.71
ONE;'00910 ';5.71
ONE;'00913 ';6.68
ONE;'00914 ';5.71
ONE;'00915 ';5.71
ONE;'00922 ';5.71
ONE;'00942 ';5.71
ONE;'00952 ';5.71
ONE;'00967 ';5.71
ONE;'00969 ';5.71
ONE;'00980 ';5.71
ONE;'00982 ';5.71
ONE;'00983 ';6.27
ONE;'00986 ';5.71
ONE;'00994 ';5.71
ONE;'01006 ';5.71
ONE;'01010 ';5.71
ONE;'01012 ';5.71
ONE;'01028 ';5.71
ONE;'01034 ';5.71
ONE;'01040 ';5.71
ONE;'01045 ';5.71
ONE;'01048 ';6.27
ONE;'01051 ';6.68
ONE;'01059 ';5.71
ONE;'01066 ';6.27
ONE;'01071 ';6.68
ONE;'01075 ';6.27
ONE;'01078 ';6.27
ONE;'01081 ';5.71
ONE;'01082 ';5.71
ONE;'01083 ';5.71
ONE;'01096 ';6.27
ONE;'01097 ';5.71
ONE;'01098 ';5.71
ONE;'01099 ';6.27
ONE;'01103 ';5.71
ONE;'01104 ';5.71
ONE;'01105 ';5.71
ONE;'01110 ';5.71
ONE;'01117 ';5.71
ONE;'01118 ';5.71
ONE;'01119 ';5.71
ONE;'01120 ';6.27
ONE;'01124 ';5.71
ONE;'01138 ';5.71
ONE;'01139 ';6.27
ONE;'01146 ';5.71
ONE;'01155 ';6.27
ONE;'01156 ';6.27
ONE;'01157 ';5.71
ONE;'01160 ';5.71
ONE;'01173 ';5.71
ONE;'01185 ';5.71
ONE;'01188 ';5.71
ONE;'01194 ';5.71
ONE;'01197 ';5.71
ONE;'01201 ';5.71
ONE;'01211 ';5.71
ONE;'01213 ';5.71
ONE;'01215 ';5.71
ONE;'01216 ';5.71
ONE;'01237 ';5.71
WAS;'00001 ';0.37
WAS;'00002 ';0.24
WAS;'00003 ';0.37
WAS;'00004 ';0.29
WAS;'00005 ';0.13
WAS;'00006 ';0.24
WAS;'00007 ';0.24
WAS;'00008 ';0.24
WAS;'00009 ';0.37
WAS;'00011 ';0.37
WAS;'00014 ';0.37
WAS;'00015 ';0.29
WAS;'00018 ';0.16
WAS;'00020 ';0.29
WAS;'00021 ';0.37
WAS;'00022 ';0.2
WAS;'00023 ';0.24
WAS;'00024 ';0.24
WAS;'00025 ';0.29
WAS;'00026 ';0.24
WAS;'00029 ';0.29
WAS;'00030 ';0.29
WAS;'00031 ';0.16
WAS;'00032 ';0.29
WAS;'00033 ';0.29
WAS;'00034 ';0.29
WAS;'00037 ';0.37
WAS;'00038 ';0.37
WAS;'00040 ';0.29
WAS;'00043 ';0.37
WAS;'00045 ';0.37
WAS;'00047 ';0.37
WAS;'00048 ';0.29
WAS;'00049 ';0.29
WAS;'00051 ';0.29
WAS;'00052 ';0.37
WAS;'00053 ';0.29
WAS;'00054 ';0.37
WAS;'00055 ';0.37
WAS;'00057 ';0.37
WAS;'00061 ';0.13
WAS;'00062 ';0.29
WAS;'00063 ';0.29
WAS;'00065 ';0.37
WAS;'00066 ';0.37
WAS;'00068 ';0.37
WAS;'00070 ';0.16
WAS;'00071 ';0.37
WAS;'00073 ';0.24
WAS;'00074 ';0.29
WAS;'00075 ';0.2
WAS;'00077 ';0.24
WAS;'00085 ';0.24
WAS;'00086 ';0.13
WAS;'00089 ';0.37
WAS;'00091 ';0.16
WAS;'00092 ';0.37
WAS;'00093 ';0.11
WAS;'00097 ';0.37
WAS;'00099 ';0.29
WAS;'00100 ';0.16
WAS;'00102 ';0.24
WAS;'00103 ';0.37
WAS;'00107 ';0.2
WAS;'00108 ';0.29
WAS;'00111 ';0.29
WAS;'00114 ';0.29
WAS;'00115 ';0.29
WAS;'00116 ';0.29
WAS;'00118 ';0.29
WAS;'00121 ';0.29
WAS;'00123 ';0.37
WAS;'00127 ';0.29
WAS;'00137 ';0.37
WAS;'00139 ';0.37
WAS;'00140 ';0.24
WAS;'00143 ';0.37
WAS;'00144 ';0.24
WAS;'00145 ';0.37
WAS;'00147 ';0.37
WAS;'00148 ';0.24
WAS;'00149 ';0.24
WAS;'00151 ';0.37
WAS;'00155 ';0.37
WAS;'00156 ';0.37
WAS;'00158 ';0.37
WAS;'00159 ';0.2
WAS;'00160 ';0.37
WAS;'00161 ';0.37
WAS;'00162 ';0.37
WAS;'00163 ';0.37
WAS;'00166 ';0.37
WAS;'00167 ';0.37
WAS;'00169';0.29
WAS;'00172';0.16
WAS;'00173';0.37
WAS;'00174';0.29
WAS;'00175';0.16
WAS;'00176';0.37
WAS;'00177';0.2
WAS;'00178';0.37
WAS;'00179';0.37
WAS;'00181';0.24
WAS;'00182';0.37
WAS;'00183';0.37
WAS;'00184';0.37
WAS;'00185';0.2
WAS;'00186';0.37
WAS;'00187';0.24
WAS;'00188';0.37
WAS;'00191';0.37
WAS;'00192';0.2
WAS;'00193';0.24
WAS;'00195';0.29
WAS;'00196';0.11
WAS;'00201';0.37
WAS;'00205';0.29
WAS;'00207';0.37
WAS;'00209';0.29
WAS;'00211';0.37
WAS;'00214';0.37
WAS;'00219';0.29
WAS;'00221';0.29
WAS;'00222';0.37
WAS;'00223';0.37
WAS;'00224';0.37
WAS;'00227';0.37
WAS;'00231';0.37
WAS;'00232';0.24
WAS;'00234';0.16
WAS;'00235';0.29
WAS;'00236';0.29
WAS;'00238';0.24
WAS;'00240';0.37
WAS;'00243';0.37
WAS;'00244';0.16
WAS;'00246';0.24
WAS;'00248';0.37
WAS;'00250';0.2
WAS;'00251';0.24
WAS;'00252';0.24
WAS;'00255';0.13
WAS;'00259';0.2
WAS;'00260';0.29
WAS;'00261';0.37
WAS;'00266';0.2
WAS;'00268';0.37
WAS;'00270';0.37
WAS;'00271';0.16
WAS;'00272';0.29
WAS;'00273';0.29
WAS;'00275';0.29
WAS;'00276';0.29
WAS;'00278';0.11
WAS;'00279';0.2
WAS;'00283';0.37
WAS;'00285';0.37
WAS;'00288';0.24
WAS;'00290';0.37
WAS;'00297';0.29
WAS;'00301';0.37
WAS;'00303';0.2
WAS;'00304';0.37
WAS;'00305';0.24
WAS;'00306';0.24
WAS;'00307';0.0
WAS;'00308';0.24
WAS;'00310';0.16
WAS;'00311';0.29
WAS;'00312';0.29
WAS;'00313';0.29
WAS;'00314';0.11
WAS;'00315';0.37
WAS;'00316';0.37
WAS;'00317';0.2
WAS;'00318';0.24
WAS;'00319';0.37
WAS;'00320';0.2
WAS;'00322';0.24
WAS;'00326';0.37
WAS;'00335';0.37
WAS;'00336';0.37
WAS;'00337';0.24
WAS;'00340';0.37
WAS;'00341';0.16
WAS;'00345';0.16
WAS;'00346';0.29
WAS;'00347';0.29
WAS;'00348';0.2
WAS;'00349';0.24
WAS;'00350';0.29
WAS;'00352';0.37
WAS;'00353';0.37
WAS;'00354';0.37
WAS;'00355';0.24
WAS;'00356 ';0.11
WAS;'00357 ';0.37
WAS;'00358 ';0.11
WAS;'00362 ';0.37
WAS;'00364 ';0.06
WAS;'00365 ';0.37
WAS;'00367 ';0.37
WAS;'00368 ';0.16
WAS;'00369 ';0.2
WAS;'00371 ';0.37
WAS;'00372 ';0.24
WAS;'00374 ';0.29
WAS;'00378 ';0.2
WAS;'00380 ';0.37
WAS;'00382 ';0.37
WAS;'00383 ';0.37
WAS;'00387 ';0.37
WAS;'00392 ';0.37
WAS;'00393 ';0.13
WAS;'00394 ';0.37
WAS;'00397 ';0.24
WAS;'00400 ';0.37
WAS;'00401 ';0.37
WAS;'00407 ';0.24
WAS;'00408 ';0.29
WAS;'00410 ';0.29
WAS;'00414 ';0.37
WAS;'00415 ';0.37
WAS;'00421 ';0.29
WAS;'00422 ';0.37
WAS;'00424 ';0.29
WAS;'00425 ';0.37
WAS;'00429 ';0.16
WAS;'00438 ';0.37
WAS;'00441 ';0.37
WAS;'00445 ';0.29
WAS;'00446 ';0.37
WAS;'00447 ';0.13
WAS;'00454 ';0.37
WAS;'00455 ';0.37
WAS;'00456 ';0.37
WAS;'00457 ';0.29
WAS;'00458 ';0.2
WAS;'00459 ';0.2
WAS;'00460 ';0.2
WAS;'00462 ';0.13
WAS;'00463 ';0.37
WAS;'00464 ';0.24
WAS;'00465 ';0.37
WAS;'00466 ';0.24
WAS;'00468 ';0.29
WAS;'00469 ';0.37
WAS;'00470 ';0.2
WAS;'00471 ';0.37
WAS;'00472 ';0.37
WAS;'00473 ';0.37
WAS;'00474 ';0.37
WAS;'00480 ';0.37
WAS;'00483 ';0.37
WAS;'00486 ';0.29
WAS;'00487 ';0.37
WAS;'00492 ';0.29
WAS;'00495 ';0.37
WAS;'00496 ';0.37
WAS;'00501 ';0.29
WAS;'00506 ';0.37
WAS;'00508 ';0.37
WAS;'00509 ';0.37
WAS;'00513 ';0.29
WAS;'00519 ';0.24
WAS;'00521 ';0.08
WAS;'00522 ';0.24
WAS;'00523 ';0.37
WAS;'00525 ';0.29
WAS;'00526 ';0.2
WAS;'00527 ';0.29
WAS;'00528 ';0.24
WAS;'00530 ';0.29
WAS;'00532 ';0.16
WAS;'00533 ';0.24
WAS;'00535 ';0.29
WAS;'00536 ';0.37
WAS;'00541 ';0.24
WAS;'00542 ';0.24
WAS;'00543 ';0.37
WAS;'00546 ';0.2
WAS;'00548 ';0.29
WAS;'00550 ';0.08
WAS;'00553 ';0.24
WAS;'00554 ';0.37
WAS;'00555 ';0.29
WAS;'00556 ';0.2
WAS;'00559 ';0.29
WAS;'00560 ';0.37
WAS;'00561 ';0.24
WAS;'00563 ';0.06
WAS;'00564 ';0.24
WAS;'00565 ';0.37
WAS;'00567 ';0.37
WAS;'00569 ';0.37
WAS;'00571 ';0.37
WAS;'00572 ';0.37
WAS;'00573 ';0.37
WAS;'00575 ';0.16
WAS;'00576 ';0.29
WAS;'00577 ';0.16
WAS;'00578 ';0.08
WAS;'00581 ';0.37
WAS;'00582 ';0.37
WAS;'00585 ';0.2
WAS;'00587 ';0.24
WAS;'00588 ';0.29
WAS;'00589 ';0.29
WAS;'00591 ';0.29
WAS;'00594 ';0.37
WAS;'00596 ';0.37
WAS;'00597 ';0.37
WAS;'00598 ';0.37
WAS;'00602 ';0.37
WAS;'00603 ';0.29
WAS;'00604 ';0.37
WAS;'00606 ';0.37
WAS;'00608 ';0.37
WAS;'00609 ';0.37
WAS;'00611 ';0.29
WAS;'00613 ';0.24
WAS;'00614 ';0.37
WAS;'00615 ';0.24
WAS;'00624 ';0.37
WAS;'00625 ';0.24
WAS;'00628 ';0.37
WAS;'00629 ';0.37
WAS;'00630 ';0.24
WAS;'00631 ';0.37
WAS;'00632 ';0.37
WAS;'00633 ';0.24
WAS;'00635 ';0.2
WAS;'00636 ';0.37
WAS;'00639 ';0.37
WAS;'00640 ';0.13
WAS;'00644 ';0.37
WAS;'00645 ';0.2
WAS;'00647 ';0.37
WAS;'00649 ';0.29
WAS;'00650 ';0.24
WAS;'00653 ';0.24
WAS;'00654 ';0.37
WAS;'00657 ';0.2
WAS;'00658 ';0.29
WAS;'00660 ';0.2
WAS;'00661 ';0.29
WAS;'00662 ';0.37
WAS;'00664 ';0.37
WAS;'00666 ';0.29
WAS;'00667 ';0.16
WAS;'00668 ';0.24
WAS;'00669 ';0.24
WAS;'00671 ';0.29
WAS;'00672 ';0.29
WAS;'00673 ';0.24
WAS;'00675 ';0.24
WAS;'00676 ';0.13
WAS;'00677 ';0.13
WAS;'00680 ';0.29
WAS;'00681 ';0.37
WAS;'00683 ';0.37
WAS;'00684 ';0.2
WAS;'00685 ';0.37
WAS;'00686 ';0.06
WAS;'00688 ';0.2
WAS;'00690 ';0.37
WAS;'00694 ';0.2
WAS;'00695 ';0.16
WAS;'00696 ';0.16
WAS;'00702 ';0.37
WAS;'00703 ';0.24
WAS;'00704 ';0.29
WAS;'00706 ';0.24
WAS;'00707 ';0.2
WAS;'00708 ';0.37
WAS;'00709 ';0.29
WAS;'00710 ';0.37
WAS;'00711 ';0.29
WAS;'00714 ';0.37
WAS;'00715 ';0.37
WAS;'00716 ';0.24
WAS;'00717 ';0.37
WAS;'00724 ';0.37
WAS;'00725 ';0.29
WAS;'00737 ';0.16
WAS;'00742 ';0.29
WAS;'00743 ';0.2
WAS;'00745 ';0.37
WAS;'00746 ';0.29
WAS;'00748 ';0.2
WAS;'00749 ';0.11
WAS;'00751 ';0.24
WAS;'00752 ';0.37
WAS;'00753 ';0.11
WAS;'00754 ';0.29
WAS;'00755 ';0.2
WAS;'00757 ';0.29
WAS;'00758 ';0.2
WAS;'00760 ';0.29
WAS;'00762 ';0.37
WAS;'00765 ';0.37
WAS;'00766 ';0.24
WAS;'00769 ';0.29
WAS;'00771 ';0.37
WAS;'00776 ';0.2
WAS;'00777 ';0.37
WAS;'00778 ';0.2
WAS;'00781 ';0.37
WAS;'00782 ';0.24
WAS;'00786 ';0.37
WAS;'00790 ';0.37
WAS;'00793 ';0.37
WAS;'00794 ';0.16
WAS;'00795 ';0.37
WAS;'00796 ';0.29
WAS;'00798 ';0.29
WAS;'00800 ';0.16
WAS;'00804 ';0.2
WAS;'00805 ';0.29
WAS;'00806 ';0.37
WAS;'00807 ';0.29
WAS;'00808 ';0.37
WAS;'00809 ';0.37
WAS;'00811 ';0.37
WAS;'00812 ';0.29
WAS;'00813 ';0.37
WAS;'00814 ';0.37
WAS;'00815 ';0.2
WAS;'00816 ';0.2
WAS;'00818 ';0.29
WAS;'00819 ';0.11
WAS;'00820 ';0.24
WAS;'00823 ';0.37
WAS;'00826 ';0.29
WAS;'00829 ';0.29
WAS;'00830 ';0.24
WAS;'00831 ';0.37
WAS;'00840 ';0.37
WAS;'00841 ';0.29
WAS;'00842 ';0.24
WAS;'00847 ';0.37
WAS;'00850 ';0.29
WAS;'00851 ';0.37
WAS;'00852 ';0.37
WAS;'00854 ';0.37
WAS;'00855 ';0.29
WAS;'00857 ';0.37
WAS;'00858 ';0.24
WAS;'00860 ';0.29
WAS;'00863 ';0.37
WAS;'00864 ';0.16
WAS;'00865 ';0.29
WAS;'00867 ';0.37
WAS;'00868 ';0.37
WAS;'00870 ';0.29
WAS;'00872 ';0.24
WAS;'00873 ';0.37
WAS;'00874 ';0.24
WAS;'00876 ';0.37
WAS;'00877 ';0.24
WAS;'00878 ';0.29
WAS;'00879 ';0.29
WAS;'00880 ';0.24
WAS;'00885 ';0.37
WAS;'00887 ';0.29
WAS;'00888 ';0.37
WAS;'00890 ';0.37
WAS;'00892 ';0.08
WAS;'00895 ';0.2
WAS;'00896 ';0.2
WAS;'00897 ';0.37
WAS;'00899 ';0.2
WAS;'00901 ';0.29
WAS;'00903 ';0.24
WAS;'00904 ';0.29
WAS;'00905 ';0.29
WAS;'00909 ';0.37
WAS;'00910 ';0.37
WAS;'00914 ';0.37
WAS;'00917 ';0.2
WAS;'00918 ';0.29
WAS;'00920 ';0.24
WAS;'00924 ';0.29
WAS;'00931 ';0.37
WAS;'00934 ';0.29
WAS;'00951 ';0.2
WAS;'00953 ';0.29
WAS;'00954 ';0.29
WAS;'00955 ';0.37
WAS;'00956 ';0.2
WAS;'00958 ';0.37
WAS;'00959 ';0.29
WAS;'00960 ';0.24
WAS;'00961 ';0.24
WAS;'00963 ';0.29
WAS;'00964 ';0.29
WAS;'00965 ';0.37
WAS;'00967 ';0.2
WAS;'00969 ';0.29
WAS;'00971 ';0.37
WAS;'00972 ';0.24
WAS;'00973 ';0.37
WAS;'00974 ';0.37
WAS;'00976 ';0.29
WAS;'00978 ';0.08
WAS;'00979 ';0.24
WAS;'00981 ';0.2
WAS;'00982 ';0.13
WAS;'00983 ';0.24
WAS;'00985 ';0.37
WAS;'00986 ';0.29
WAS;'00987 ';0.37
WAS;'00988 ';0.2
WAS;'00989 ';0.2
WAS;'00992 ';0.37
WAS;'00993 ';0.29
WAS;'00996 ';0.29
WAS;'00998 ';0.37
WAS;'01000 ';0.13
WAS;'01003 ';0.29
WAS;'01005 ';0.16
WAS;'01006 ';0.24
WAS;'01010 ';0.37
WAS;'01014 ';0.37
WAS;'01015 ';0.37
WAS;'01016 ';0.29
WAS;'01021 ';0.24
WAS;'01022 ';0.37
WAS;'01025 ';0.37
WAS;'01029 ';0.24
WAS;'01030 ';0.37
WAS;'01032 ';0.37
WAS;'01033 ';0.37
WAS;'01034 ';0.2
WAS;'01036 ';0.37
WAS;'01037 ';0.37
WAS;'01038 ';0.29
WAS;'01042 ';0.37
WAS;'01045 ';0.29
WAS;'01046 ';0.29
WAS;'01047 ';0.24
WAS;'01049 ';0.37
WAS;'01050 ';0.29
WAS;'01051 ';0.37
WAS;'01053 ';0.29
WAS;'01055 ';0.24
WAS;'01056 ';0.37
WAS;'01058 ';0.37
WAS;'01059 ';0.24
WAS;'01062 ';0.24
WAS;'01063 ';0.24
WAS;'01066 ';0.29
WAS;'01067 ';0.29
WAS;'01070 ';0.29
WAS;'01071 ';0.16
WAS;'01073 ';0.37
WAS;'01074 ';0.24
WAS;'01075 ';0.24
WAS;'01076 ';0.37
WAS;'01077 ';0.37
WAS;'01078 ';0.37
WAS;'01084 ';0.24
WAS;'01091 ';0.37
WAS;'01092 ';0.24
WAS;'01094 ';0.37
WAS;'01095 ';0.37
WAS;'01097 ';0.29
WAS;'01098 ';0.24
WAS;'01101 ';0.37
WAS;'01104 ';0.29
WAS;'01106 ';0.29
WAS;'01110 ';0.16
WAS;'01112 ';0.37
WAS;'01116 ';0.37
WAS;'01117 ';0.37
WAS;'01118 ';0.37
WAS;'01121 ';0.11
WAS;'01124 ';0.24
WAS;'01127 ';0.37
WAS;'01131 ';0.37
WAS;'01133 ';0.29
WAS;'01135 ';0.37
WAS;'01136 ';0.37
WAS;'01139 ';0.37
WAS;'01142 ';0.16
WAS;'01143 ';0.37
WAS;'01149 ';0.16
WAS;'01151 ';0.16
WAS;'01152 ';0.37
WAS;'01153 ';0.37
WAS;'01155 ';0.37
WAS;'01157 ';0.37
WAS;'01161 ';0.37
WAS;'01166 ';0.37
WAS;'01168 ';0.29
WAS;'01169 ';0.37
WAS;'01171 ';0.37
WAS;'01172 ';0.16
WAS;'01173 ';0.2
WAS;'01175 ';0.37
WAS;'01176 ';0.37
